TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
116.01999999999998,Debit,San Antonio,Branch,37.0,Doctor,175.0,1.0,7643.66,0
384.3699999999999,Debit,Fort Worth,Branch,30.0,Engineer,24.0,1.0,8901.93,0
99.54000000000005,Credit,El Paso,Online,20.0,Student,167.0,1.0,9383.43,0
84.23999999999998,Credit,Fort Worth,Branch,55.0,Doctor,164.0,1.0,1181.31,0
197.15999999999994,Debit,Virginia Beach,Branch,27.0,Engineer,146.0,1.0,9418.86,0
130.93999999999997,Debit,Las Vegas,ATM,32.0,Engineer,235.0,1.0,7954.92,0
307.9000000000001,Debit,Colorado Springs,Online,46.0,Engineer,51.0,1.0,9418.08,0
115.97999999999999,Debit,Seattle,Online,59.0,Retired,80.0,1.0,6144.68,0
757.5900000000003,Debit,Sacramento,Branch,27.0,Student,17.0,1.0,420.64999999999964,0
504.75999999999993,Debit,Los Angeles,Online,22.0,Student,35.0,1.0,447.8199999999997,0
144.02999999999994,Debit,San Antonio,ATM,63.0,Retired,147.0,1.0,7981.45,0
1046.2199999999996,Debit,Columbus,ATM,53.0,Retired,73.0,1.0,1829.9,0
246.53999999999988,Debit,New York,ATM,25.0,Student,180.0,1.0,985.0599999999995,0
255.36999999999995,Credit,Dallas,Online,51.0,Engineer,174.0,1.0,8849.26,0
214.75999999999993,Credit,Dallas,ATM,78.0,Retired,282.0,1.0,3528.72,0
328.85999999999996,Debit,Fresno,Online,40.0,Engineer,104.0,1.0,480.15999999999985,0
3.5,Debit,San Diego,Online,47.0,Doctor,107.0,1.0,12145.27,0
301.07999999999987,Credit,Austin,Online,68.0,Doctor,47.0,1.0,13546.75,0
57.98000000000001,Credit,Oklahoma City,ATM,43.0,Engineer,122.0,2.0,5688.37,0
408.6499999999999,Debit,Boston,Online,26.0,Engineer,62.0,1.0,8346.64,0
116.83000000000003,Debit,Fresno,Branch,39.0,Engineer,167.0,1.0,6481.04,0
54.57,Debit,Houston,ATM,69.0,Retired,121.0,1.0,1651.33,0
64.33999999999997,Credit,Detroit,Online,46.0,Doctor,165.0,1.0,11174.94,0
318.8700000000001,Debit,Detroit,Online,27.0,Student,91.0,1.0,145.5,0
332.64999999999986,Debit,Portland,Online,41.0,Engineer,61.0,1.0,4172.57,0
6.039999999999998,Debit,Washington,ATM,56.0,Retired,41.0,1.0,5558.36,0
215.54000000000005,Credit,Detroit,Online,70.0,Doctor,247.0,1.0,11151.53,0
599.8099999999998,Debit,Philadelphia,Branch,57.0,Doctor,158.0,1.0,1415.52,0
842.28,Debit,Tucson,Online,26.0,Student,80.0,1.0,1103.6400000000008,0
39.14999999999999,Debit,Mesa,Online,26.0,Student,108.0,1.0,303.6800000000003,0
1037.6600000000003,Debit,San Antonio,Branch,58.0,Doctor,144.0,1.0,5541.57,0
125.72000000000001,Debit,Oklahoma City,Branch,33.0,Engineer,105.0,1.0,6309.8,0
303.4500000000001,Credit,San Antonio,Branch,78.0,Retired,40.000000000000014,1.0,5133.61,0
209.04000000000005,Debit,Louisville,Online,47.0,Engineer,273.0,1.0,9344.98,0
6.7700000000000005,Credit,Los Angeles,Branch,23.0,Student,254.0,1.0,1117.9700000000003,0
382.3299999999998,Debit,Albuquerque,ATM,56.0,Doctor,75.0,1.0,11835.35,0
17.160000000000004,Debit,Milwaukee,ATM,50.0,Doctor,124.0,1.0,14401.17,0
487.08000000000004,Debit,Oklahoma City,Online,18.0,Student,68.0,1.0,1748.69,0
337.38999999999993,Debit,San Antonio,Branch,21.0,Student,18.0,1.0,1000.46,0
998.43,Debit,Seattle,Online,69.0,Doctor,118.0,1.0,6810.05,0
235.5699999999999,Debit,Chicago,Online,23.0,Student,120.0,1.0,263.97999999999956,0
7.000000000000001,Debit,Chicago,Online,30.0,Doctor,246.0,1.0,5442.76,0
1050.9200000000005,Debit,Detroit,ATM,80.0,Retired,20.999999999999986,1.0,2037.85,0
228.14,Debit,Charlotte,ATM,18.0,Student,294.0,1.0,341.9399999999996,0
234.73999999999998,Credit,Oklahoma City,Online,66.0,Retired,17.0,1.0,1066.5900000000001,0
114.02000000000002,Credit,Jacksonville,Branch,69.0,Retired,166.0,1.0,6077.96,0
46.85,Debit,Los Angeles,ATM,20.0,Student,92.0,1.0,1659.15,0
974.3900000000002,Debit,Sacramento,Branch,77.0,Retired,296.0,1.0,2042.2200000000003,0
515.9499999999999,Debit,New York,Online,41.0,Doctor,142.0,5.0,421.9300000000003,1
416.5000000000001,Debit,Memphis,ATM,66.0,Doctor,141.0,1.0,10113.66,0
266.76,Debit,Philadelphia,Online,54.0,Retired,92.0,1.0,4446.17,0
70.40000000000003,Debit,Virginia Beach,Online,80.0,Retired,113.0,1.0,6452.77,0
333.92999999999995,Credit,Albuquerque,Branch,35.0,Engineer,293.0,1.0,2788.2,0
268.89999999999986,Debit,San Antonio,Online,20.0,Student,160.0,1.0,596.1599999999999,0
497.03000000000003,Debit,San Francisco,Branch,61.0,Doctor,265.0,1.0,12904.66,0
377.26000000000005,Debit,Tucson,ATM,37.0,Engineer,245.0,1.0,9062.4,0
84.01999999999997,Credit,Seattle,Online,36.0,Engineer,171.0,1.0,9009.56,0
94.26,Credit,New York,Online,20.0,Student,72.0,1.0,1152.1999999999998,0
804.3700000000003,Credit,Memphis,Branch,68.0,Doctor,129.0,1.0,12168.37,0
36.76,Debit,Charlotte,Branch,23.0,Student,122.0,1.0,611.8599999999997,0
29.53,Debit,Washington,Online,62.0,Doctor,99.0,1.0,8670.53,0
140.52999999999997,Credit,Louisville,Online,53.0,Doctor,177.0,1.0,10098.86,0
308.57000000000005,Debit,Detroit,Branch,33.0,Doctor,285.0,1.0,5307.74,0
61.64999999999998,Credit,Tucson,Branch,56.0,Retired,53.0,1.0,1047.2799999999993,0
75.85999999999997,Debit,Nashville,Branch,70.0,Doctor,125.0,1.0,6921.48,0
118.96999999999996,Debit,Kansas City,Branch,51.0,Retired,137.0,1.0,1475.46,0
232.9099999999999,Debit,Memphis,ATM,34.0,Engineer,165.0,1.0,112.76000000000022,0
127.20999999999995,Debit,Baltimore,Branch,75.0,Retired,268.0,1.0,5669.66,0
507.28000000000014,Credit,Chicago,Online,53.0,Retired,162.0,2.0,1309.9499999999998,0
305.3499999999999,Debit,Houston,Branch,31.0,Engineer,36.0,1.0,4057.1,0
282.85,Debit,Detroit,ATM,22.0,Student,109.0,1.0,1585.98,0
778.8799999999998,Debit,Houston,Branch,31.0,Engineer,17.0,1.0,6825.55,0
120.17999999999999,Debit,Los Angeles,Branch,56.0,Retired,96.0,1.0,5516.5,0
178.19,Debit,Chicago,Online,76.0,Retired,43.0,1.0,5343.3,0
261.87999999999994,Debit,Denver,Branch,22.0,Student,36.0,1.0,903.0500000000002,0
170.47000000000003,Debit,Chicago,Online,24.0,Student,19.0,1.0,1806.1599999999999,0
74.23000000000002,Debit,Portland,Branch,26.0,Student,14.0,1.0,787.7399999999998,0
1363.5500000000004,Debit,El Paso,ATM,29.0,Engineer,106.0,1.0,2429.68,0
793.5700000000002,Debit,Baltimore,ATM,19.0,Student,164.0,1.0,770.3699999999999,0
238.05999999999992,Debit,Phoenix,Online,71.0,Retired,46.0,1.0,1182.7700000000004,0
35.17000000000001,Credit,Philadelphia,Online,54.0,Engineer,54.0,1.0,726.5500000000002,0
741.2500000000002,Debit,Philadelphia,Online,41.0,Doctor,123.0,1.0,14464.3,0
454.54000000000013,Debit,Albuquerque,ATM,58.0,Doctor,82.0,1.0,12046.3,0
301.46999999999997,Debit,Jacksonville,Branch,73.0,Retired,100.0,1.0,7885.64,0
111.92999999999996,Credit,Virginia Beach,Branch,19.0,Student,201.0,1.0,1952.35,0
202.69000000000005,Debit,Las Vegas,ATM,59.0,Doctor,299.0,1.0,7328.52,0
400.2099999999998,Debit,Portland,ATM,59.0,Engineer,109.0,1.0,3210.39,0
1042.8799999999997,Debit,Jacksonville,Online,78.0,Retired,57.0,1.0,5726.2,0
631.36,Debit,Mesa,ATM,62.0,Retired,52.0,1.0,1363.65,0
11.939999999999998,Credit,Philadelphia,ATM,60.0,Engineer,245.0,1.0,1241.9899999999998,0
216.90000000000003,Debit,Los Angeles,ATM,38.0,Doctor,235.0,1.0,7873.28,0
1423.5499999999997,Debit,Washington,Branch,79.0,Retired,165.0,1.0,5674.32,0
227.37000000000003,Credit,Louisville,Branch,49.0,Doctor,141.0,1.0,9840.04,0
445.89,Credit,Las Vegas,Branch,43.0,Doctor,101.0,1.0,10328.23,0
281.57000000000005,Credit,Virginia Beach,Online,25.0,Student,24.0,1.0,293.2399999999998,0
489.53999999999996,Debit,Jacksonville,Branch,52.0,Engineer,132.0,1.0,7486.63,0
4.3000000000000025,Credit,Los Angeles,Branch,50.0,Doctor,131.0,1.0,11385.37,0
200.3899999999999,Debit,Colorado Springs,Branch,69.0,Retired,165.0,1.0,7264.79,0
21.36,Debit,Tucson,Branch,62.0,Retired,75.0,1.0,2762.48,0
114.64,Debit,Detroit,Online,62.0,Retired,32.0,1.0,6675.03,0
494.1100000000002,Debit,Colorado Springs,Branch,53.0,Retired,236.0,1.0,7432.99,0
308.4100000000001,Debit,Los Angeles,ATM,19.0,Student,14.0,1.0,1057.0000000000005,0
12.179999999999998,Debit,Atlanta,Online,43.0,Doctor,161.0,1.0,5956.89,0
314.8200000000001,Debit,Tucson,Branch,59.0,Engineer,151.0,1.0,7261.59,0
52.00000000000001,Debit,Seattle,Branch,64.0,Retired,107.0,1.0,4943.16,0
141.98,Debit,Memphis,Branch,60.0,Engineer,100.0,1.0,8127.48,0
289.04,Debit,Denver,ATM,68.0,Retired,63.0,1.0,1748.02,0
801.55,Debit,Oklahoma City,ATM,31.0,Engineer,108.0,1.0,9660.22,0
486.5400000000002,Debit,Houston,ATM,46.0,Engineer,143.0,1.0,6371.51,0
522.1499999999997,Debit,Kansas City,ATM,54.0,Doctor,214.0,1.0,9442.47,0
322.79000000000013,Credit,Raleigh,ATM,63.0,Retired,61.0,1.0,5959.2,0
305.9300000000001,Debit,Portland,ATM,65.0,Doctor,158.0,1.0,13531.22,0
433.08,Debit,El Paso,ATM,40.0,Doctor,145.0,1.0,11500.62,0
695.2000000000002,Debit,Milwaukee,ATM,61.0,Retired,72.0,1.0,1389.37,0
117.86,Debit,Louisville,ATM,55.0,Engineer,171.0,1.0,6706.56,0
387.81,Credit,Detroit,Online,57.0,Doctor,149.0,1.0,7175.29,0
75.88,Debit,Atlanta,ATM,25.0,Student,202.0,1.0,420.6700000000001,0
196.76,Debit,Philadelphia,Branch,75.0,Retired,99.0,1.0,7323.53,0
135.70000000000002,Debit,Fort Worth,ATM,50.0,Doctor,106.0,1.0,8395.85,0
891.2399999999999,Credit,Las Vegas,Online,33.0,Engineer,161.0,1.0,5140.93,0
362.26999999999987,Debit,Omaha,ATM,63.0,Doctor,180.0,1.0,7945.57,0
132.56000000000006,Debit,Charlotte,Branch,44.0,Doctor,42.0,1.0,5873.54,0
486.51,Credit,Milwaukee,Online,76.0,Retired,37.0,1.0,3074.45,0
548.8700000000002,Debit,Columbus,ATM,64.0,Retired,131.0,1.0,6155.76,0
458.2999999999999,Debit,Virginia Beach,Online,28.0,Engineer,15.0,1.0,8318.29,0
507.24,Debit,Chicago,ATM,58.0,Engineer,64.0,1.0,230.09000000000015,0
487.59000000000003,Debit,Indianapolis,Branch,57.0,Retired,119.0,1.0,2513.56,0
164.67999999999995,Debit,San Diego,Branch,41.0,Doctor,292.0,1.0,10090.05,0
582.6500000000001,Debit,Boston,ATM,22.0,Student,176.0,1.0,480.1899999999996,0
53.01,Debit,Mesa,ATM,48.0,Doctor,85.0,1.0,1120.88,0
631.2399999999998,Debit,Boston,ATM,21.0,Student,62.0,1.0,370.8100000000004,0
524.7399999999999,Debit,Oklahoma City,ATM,43.0,Doctor,159.0,1.0,13498.55,0
706.6,Debit,Phoenix,Branch,40.0,Doctor,124.0,3.0,14804.7,0
218.49999999999994,Credit,Denver,Branch,46.0,Engineer,35.0,1.0,3057.4,0
92.48000000000002,Debit,Fort Worth,ATM,51.0,Doctor,141.0,1.0,14942.78,0
6.250000000000001,Debit,San Jose,ATM,39.0,Doctor,49.0,1.0,14143.32,0
55.03000000000001,Credit,Milwaukee,ATM,56.0,Retired,161.0,1.0,6736.3,0
737.7300000000001,Debit,Memphis,Branch,48.0,Engineer,10.0,1.0,3313.07,0
369.9100000000002,Debit,Virginia Beach,Branch,54.0,Doctor,14.0,1.0,829.71,0
34.06000000000001,Credit,Fort Worth,Online,53.0,Retired,170.0,1.0,1540.87,0
67.5,Credit,Louisville,Online,32.0,Engineer,144.0,1.0,6820.23,0
178.08,Debit,Las Vegas,Online,35.0,Doctor,85.0,1.0,13475.14,0
589.5399999999997,Debit,Portland,Branch,32.0,Engineer,130.0,1.0,714.4499999999998,0
174.49999999999994,Debit,Nashville,ATM,21.0,Student,282.0,1.0,1306.9099999999999,0
79.33000000000003,Credit,Memphis,Online,56.0,Engineer,189.0,1.0,7255.33,0
41.660000000000004,Debit,Louisville,Branch,59.0,Retired,156.0,1.0,1153.8400000000006,0
98.22,Credit,Atlanta,Branch,77.0,Retired,55.0,1.0,6647.73,0
35.07,Debit,Philadelphia,Branch,22.0,Student,81.0,1.0,8709.77,0
493.0600000000002,Debit,Fresno,Online,23.0,Student,74.0,1.0,857.8999999999996,0
843.0099999999996,Credit,Virginia Beach,Online,53.0,Doctor,185.0,1.0,509.4499999999998,0
74.55000000000001,Debit,Atlanta,ATM,51.0,Engineer,158.0,1.0,2812.06,0
761.5300000000002,Debit,Phoenix,Online,57.0,Engineer,118.0,1.0,6179.91,0
274.07999999999987,Credit,Houston,Branch,26.0,Engineer,134.0,1.0,6609.3,0
372.6899999999999,Debit,San Francisco,Branch,67.0,Retired,143.0,1.0,3484.32,0
219.95999999999995,Debit,Seattle,ATM,18.0,Student,13.000000000000014,1.0,754.21,0
228.38999999999996,Debit,Atlanta,Online,18.0,Student,65.0,1.0,751.0900000000001,0
238.99000000000007,Credit,Kansas City,Branch,39.0,Doctor,86.0,1.0,8510.09,0
187.59999999999997,Debit,Washington,Online,58.0,Doctor,13.000000000000014,1.0,1508.7200000000003,0
342.14999999999986,Debit,San Jose,Online,18.0,Student,148.0,1.0,511.3699999999999,0
435.5799999999999,Debit,Memphis,ATM,59.0,Doctor,215.0,1.0,12648.32,0
313.88,Credit,Portland,Branch,54.0,Engineer,44.0,1.0,233.21000000000004,0
76.14999999999999,Debit,Boston,ATM,23.0,Student,154.0,1.0,1092.92,0
24.3,Debit,Los Angeles,ATM,59.0,Engineer,161.0,1.0,6711.15,0
48.38,Credit,Seattle,Online,25.0,Student,61.0,1.0,459.3699999999999,0
513.8100000000001,Debit,Sacramento,Branch,79.0,Retired,30.0,1.0,6994.34,0
489.1499999999998,Debit,Louisville,Branch,43.0,Engineer,168.0,1.0,7071.09,0
13.82,Debit,Fort Worth,ATM,44.0,Engineer,156.0,1.0,9045.19,0
67.89999999999999,Credit,Charlotte,Online,79.0,Retired,129.0,4.0,5238.71,2
536.9100000000001,Debit,Las Vegas,Online,43.0,Engineer,22.0,1.0,9642.12,0
271.72000000000014,Credit,Washington,Online,26.0,Engineer,53.0,1.0,6263.96,0
98.98000000000002,Debit,Denver,Branch,72.0,Retired,18.0,1.0,7460.33,0
197.08000000000004,Debit,San Francisco,Online,61.0,Retired,98.0,1.0,4233.82,0
252.17999999999998,Debit,San Jose,ATM,42.0,Engineer,246.0,1.0,8303.9,0
45.52000000000001,Debit,El Paso,Online,28.0,Student,205.0,1.0,314.27999999999975,0
179.87,Debit,Baltimore,Online,35.0,Doctor,180.0,1.0,5241.23,0
1177.2799999999995,Credit,Kansas City,ATM,54.0,Engineer,174.0,5.0,323.6899999999996,1
387.6800000000001,Debit,New York,Branch,46.0,Doctor,128.0,1.0,6863.06,0
168.13999999999996,Debit,Denver,Online,76.0,Retired,20.0,1.0,3877.73,0
346.2200000000001,Debit,Fresno,Branch,69.0,Retired,253.0,1.0,4046.58,0
75.85000000000001,Debit,Raleigh,ATM,72.0,Retired,117.0,1.0,2409.73,0
672.7300000000001,Debit,Washington,Branch,58.0,Engineer,54.0,1.0,5211.88,0
256.0399999999999,Debit,Seattle,ATM,45.0,Engineer,152.0,1.0,6217.86,0
46.769999999999996,Debit,Philadelphia,Online,25.0,Student,109.0,1.0,5978.12,0
330.6899999999999,Credit,San Antonio,Online,26.0,Student,66.0,1.0,1671.6599999999999,0
363.04000000000013,Credit,Philadelphia,Branch,58.0,Doctor,198.0,2.0,8421.88,0
12.920000000000002,Debit,San Diego,Branch,53.0,Doctor,52.0,1.0,14611.9,0
48.42000000000001,Debit,San Diego,ATM,64.0,Doctor,28.0,1.0,8253.52,0
36.99000000000001,Debit,Miami,Branch,63.0,Retired,129.0,1.0,4489.79,0
152.18999999999997,Credit,New York,Branch,37.0,Doctor,96.0,1.0,11903.82,0
243.61999999999998,Credit,San Francisco,Online,22.0,Student,234.0,1.0,483.02000000000044,0
49.720000000000006,Debit,Virginia Beach,Branch,21.0,Student,17.0,1.0,816.0799999999999,0
44.46000000000002,Debit,Boston,ATM,25.0,Student,80.0,1.0,578.0599999999995,0
1037.21,Debit,Omaha,Online,25.0,Student,126.0,1.0,477.3000000000002,0
444.7899999999999,Debit,Las Vegas,ATM,53.0,Retired,87.0,1.0,3133.8499999999995,0
366.14000000000004,Debit,Dallas,Online,68.0,Retired,57.0,1.0,5894.09,0
758.4100000000002,Debit,Los Angeles,ATM,22.0,Student,37.0,1.0,9532.42,0
21.540000000000003,Debit,Fort Worth,Branch,51.0,Engineer,72.0,1.0,5327.03,0
476.36000000000024,Debit,Phoenix,ATM,34.0,Engineer,105.0,1.0,2000.6,0
35.74,Debit,San Francisco,ATM,56.0,Retired,24.0,1.0,6827.57,0
690.5400000000001,Debit,Oklahoma City,Branch,27.0,Student,93.0,1.0,1633.7600000000002,0
212.17999999999998,Debit,Washington,ATM,73.0,Retired,90.0,1.0,4069.17,0
212.35999999999996,Credit,Fort Worth,Branch,51.0,Engineer,286.0,1.0,7943.47,0
745.4099999999997,Credit,Houston,Online,39.0,Engineer,107.0,1.0,8842.47,0
62.43000000000002,Debit,Phoenix,Online,24.0,Student,170.0,1.0,1882.77,0
168.44000000000005,Debit,Mesa,Branch,37.0,Doctor,82.0,1.0,12526.71,0
362.46,Debit,Nashville,Online,21.0,Student,83.0,1.0,4737.84,0
379.8500000000001,Debit,Virginia Beach,Branch,78.0,Retired,126.0,1.0,2300.53,0
242.10999999999993,Debit,Columbus,Branch,30.0,Doctor,55.0,1.0,12385.05,0
132.93000000000006,Credit,Fort Worth,Branch,31.0,Engineer,13.000000000000014,1.0,4547.06,0
21.279999999999998,Debit,Oklahoma City,Online,36.0,Engineer,213.0,1.0,2047.83,0
416.88,Debit,San Diego,Branch,70.0,Doctor,170.0,1.0,10008.33,0
